index,STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT,PAYEE 1,PAYEE AMOUNT 1,PAYEE 2,PAYEE AMOUNT 2,PAYEE 3,PAYEE AMOUNT 3,PAYEE 4,PAYEE AMOUNT 4,PAYEE 5,PAYEE AMOUNT 5,PAYEE 6,PAYEE AMOUNT 6,PAYEE 7,PAYEE AMOUNT 7,PAYEE 8,PAYEE AMOUNT 8,PAYEE 9,PAYEE AMOUNT 9,PAYEE 10,PAYEE AMOUNT 10,CATEGORY 1,CATEGORY AMOUNT 1,CATEGORY 2,CATEGORY AMOUNT 2,CATEGORY 3,CATEGORY AMOUNT 3,CATEGORY 4,CATEGORY AMOUNT 4,CATEGORY 5,CATEGORY AMOUNT 5,CATEGORY 6,CATEGORY AMOUNT 6,CATEGORY 7,CATEGORY AMOUNT 7,CATEGORY 8,CATEGORY AMOUNT 8,CATEGORY 9,CATEGORY AMOUNT 9,CATEGORY 10,CATEGORY AMOUNT 10
1509,FL,Michael Grieco,State House,113,31.89,Federal Express (Fedex),31.89,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Shipping & Postage,31.89,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1510,FL,Anthony Sabatini,State House,32,73227.57999999999,South Lake Quick Print,28323.42,Anthony Sabatini Campaign,13355.24,Lake County Republican Party (Florida),6000.0,Jb Boondocks Restaurant,2112.0,Florida Department Of State (Florida),1781.82,Rollins Apparel,1029.34,Florida Family Policy Council,1000.0,Florida Federation Of Young Republicans,1000.0,Lake Minneola High School,1000.0,Round Table Politics,1000.0,Campaign Signs & Paraphernalia,27156.05,General Operations & Supplies,14627.58,Travel & Lodging,6987.3,Event Expenses,6566.15,Printing,6360.4400000000005,Meals & Catering,3307.74,Salary & Payroll,2216.3,Fuel & Gas,2056.74,"PR, Communications, & Marketing",1000.0,Credit Card Processing Fees,725.51
1511,FL,John Snyder,State House,82,242480.14,Public Concepts,162755.33,McLaughlin Media,34855.0,Republican Party Of Florida,26500.0,John Snyder,6769.51,The Strategy Group,4000.0,Anedot,2932.3900000000003,Giuseppe Pistone,2500.0,Jon Budensiek,998.97,Esi Employment Simplified,290.06,Harry And The Natives,200.0,Media & Ads,125552.48,Campaign Consulting,76057.84999999999,Political Funds & Groups,25000.0,General Operations & Supplies,9442.68,Credit Card Processing Fees,2932.3900000000003,Printing,1618.6,Reimbursement,998.97,Credit Card Payment & Bank Fees,302.06,Event Expenses,200.0,Shipping & Postage,165.0
1512,FL,Patricia Hawkins-Williams,State House,92,33329.31,Direct Mail Serve,12384.44,Jackson Carlton,7500.0,Campaign Graphics,3567.6,Florida Department Of State,1781.82,Bestbuy,962.99,Duncan Carlene,700.0,American Technology Consulting,645.0,Milton Tody,500.0,Moreland Academy,500.0,T D Advertising,500.0,Shipping & Postage,12384.44,Salary & Payroll,9015.98,Printing,3971.6,Political Funds & Groups,2274.62,Travel & Lodging,1573.64,Media & Ads,1490.48,General Operations & Supplies,1416.35,Software & Technology,645.0,Credit Card Payment & Bank Fees,400.0,Salary & Payroll Processing Fee,133.75
1513,FL,Tobin R. Overdorf,State House,83,194754.16,Front Line Strategies,126207.33,Republican Party Of Florida,15000.0,Amy Brunjes,12000.0,Toby Overdorf,11615.49,Renee Rizzuti,3300.0,Overdorf Tobin,3136.8,Enterprise,2650.0,The Talk House,2571.6,Prager U,2000.0,Republican Executive Committee Of Martin County (Florida),2000.0,Campaign Consulting,134207.33,Political Funds & Groups,15300.0,General Operations & Supplies,7940.17,Meals & Catering,5635.07,Event Expenses,5466.5,Printing,5357.83,Contribution & Donation,4750.0,Travel & Lodging,3900.0,Reimbursement,3136.8,Office Expenses,2060.44
1514,FL,Robert Charles Brannan,State House,10,42752.990000000005,Direct Mail Systems,20946.23,Chuck Brannan Campaign,5499.06,McM Mini Storage,4853.519999999999,Don Flynn Pictures,2950.0,Robert C Brannan Iii,1053.19,Direct Response Campaigns,660.0,Go Daddy,559.84,Murphy Oil,442.04,Chuck Brannan Office Account,386.39,Baker County Fair Association (Florida),385.0,Direct Mail,20962.36,General Operations & Supplies,6257.720000000001,Office Expenses,5247.179999999999,Media & Ads,2975.0,Fuel & Gas,1430.35,Event Expenses,1270.0,Meals & Catering,1216.9,Travel & Lodging,1006.53,Contribution & Donation,735.0,Website Services,559.84
1515,FL,Traci Koster,State House,64,140012.33000000002,Strategic Image Management (Simwins),121430.53,Pa Robert Watkins & Company,6078.76,Richard Koster,3459.27,Gulf Coast Imprinting,3285.38,Florida Department Of State,1781.82,Jim Browne,1666.93,Anedot,1245.64,Jackson's Bistro,554.0,Webelect Net,400.0,North Hillsborough Republican Club (Florida),80.0,Campaign Consulting,121430.53,Accounting & Financial Management,6078.76,Reimbursement,5126.2,Campaign Signs & Paraphernalia,1842.33,Political Funds & Groups,1781.82,Printing,1443.05,Credit Card Processing Fees,1245.64,Meals & Catering,614.0,Canvassing & Field Work,400.0,Credit Card Payment & Bank Fees,30.0
1516,FL,Will Robinson,State House,71,232920.4,Political Ink,57969.2,Political Insights,37700.0,Republican Party Of Florida,33250.0,Strategic Digital Services,25380.0,Will Robinson Campaign,20000.0,Will Robinson Office Account,17189.91,O'Donnell And Associates,12000.0,Robinson Gruters & Roberts,9300.0,Kd Logistics,3040.65,Sun Graphic Technologies,2006.25,Campaign Consulting,49700.0,Shipping & Postage,39976.13,Political Funds & Groups,26781.82,Digital Advertising,25380.0,General Operations & Supplies,20714.88,Direct Mail,18095.07,Office Expenses,17189.91,Accounting & Financial Management,9300.0,Printing,6684.8,Contribution & Donation,5000.0
1517,FL,Linda Chaney,State House,69,67594.19,Strategic Image Management (Simwins),37654.82,Samos Corner,5862.92,Political Accounting Group,3272.33,Jake Hornstein,3059.09,Singh Vimal P,2172.0,Marina Madeira Beach,2111.87,Sari Joseph,1882.5,Florida Department Of State,1781.82,United States Postal Service/Postmaster (USPS),1657.75,Duke Energy,928.88,Campaign Consulting,37654.82,Political Funds & Groups,10470.87,Office Expenses,7346.51,Accounting & Financial Management,3272.33,General Operations & Supplies,2364.4100000000003,Event Expenses,2111.87,Shipping & Postage,1718.1,Meals & Catering,1015.27,Legal Services,493.75,Printing,347.07
1518,FL,Shevrin Dion Jones,State Senate,35,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1519,FL,Chip Lamarca,State House,93,529618.15,Smart Media Group,251018.0,Political Consulting,37570.0,Jhsm Holdings,37206.09,Office Of Representative Chip Lamarca,26683.71,Mark Graphics,25708.39,Chip Lamarca Campaign Account,22000.0,Something Else Strategies,19500.0,Guy Your Sign,13955.0,McNicholas & Associates,12500.0,Converge Digital,9000.0,Media & Ads,256654.97,Campaign Consulting,72415.19,General Operations & Supplies,47436.990000000005,Office Expenses,31136.41,Accounting & Financial Management,28227.34,Printing,27821.64,Salary & Payroll,14706.55,Campaign Signs & Paraphernalia,14488.0,"PR, Communications, & Marketing",7500.0,Digital Advertising,6420.0
1520,FL,Ralph E. Massullo,State House,34,84689.27,Winsler Consulting & Advocacy,17357.34,Republican Party Of Florida,14000.0,Carroll And Company Cpa's,13841.0,Citrus County Republican Executive Committee (Florida),9500.0,Spetrum Reach,9147.7,Citrus Publishing,8700.0,Lat Creative,6600.0,Wxjb,3644.0,Silver Productions,1500.0,Mitchell Law,221.25,Media & Ads,24991.7,Political Funds & Groups,14000.0,Travel & Lodging,12814.0,Direct Mail,12150.44,Event Expenses,7500.0,Website Services,6600.0,Campaign Consulting,5000.0,Software & Technology,1233.9,Legal Services,308.75,Credit Card Processing Fees,65.47999999999999
1521,FL,Lauren Frances Book,State Senate,32,361584.67,Vancore Jones Communications,164115.76,Deliver Strategies,83301.40000000001,Senator Lauren Book Office Account,40000.0,Campaign Account For Lauren Book 2022,20000.0,Florida Democratic Party,15000.0,Grimsley & Company Cpas,14700.92,Johnson Campaigns,6000.0,Capitol Hill Advisors,5700.0,Pa Stearns Weaver Miller Weissler Alhadeff & Sitterson,2085.0,Regus,1880.09,"PR, Communications, & Marketing",164115.76,Campaign Consulting,83301.40000000001,Office Expenses,40000.0,Accounting & Financial Management,37047.92,Printing,15000.0,General Operations & Supplies,6000.0,Campaign Signs & Paraphernalia,5700.0,Direct Mail,2360.4,Event Expenses,2300.0,Legal Services,2085.0
1522,FL,Kamia Latasha Brown,State House,45,49060.71,Kamia Brown Office Account,20000.0,Printmeisters,5732.6,Lanes For Girls,4000.0,Florida United Foundation Of Central,3500.0,In Touch Strategies,2700.0,Microsoft (Msr),1931.86,Florida Division Of Elections,1781.82,Patrick Henry Campaign,1000.0,Tech Sassy Girlz,1000.0,Youth Advocate Program,1000.0,Office Expenses,20017.0,Contribution & Donation,11250.22,Printing,5732.6,Software & Technology,3381.86,Campaign Consulting,2700.0,Political Funds & Groups,1781.82,Travel & Lodging,1545.85,"PR, Communications, & Marketing",850.0,Media & Ads,479.24,General Operations & Supplies,361.84
1523,FL,Evan Boyd Jenne,State House,99,64150.0,Florida Democratic Party,23000.0,Mdw Communications,13754.6,Office Account Of Evan Jenne,11503.989999999998,Silver Productions,10000.0,Florida Department Of State,1781.82,Broward County Area Agency On Aging (Florida),1000.0,Friends Of Miamidade Detainees,1000.0,Transinclusive Group,1000.0,Urban League Of Broward County (Florida),1000.0,Evan B Jenne,59.59,Printing,23000.0,"PR, Communications, & Marketing",13754.6,Media & Ads,10000.0,Office Expenses,9260.21,General Operations & Supplies,4059.59,Travel & Lodging,2243.78,Political Funds & Groups,1781.82,Event Expenses,50.0,No ranked category found,0.0,No ranked category found,0.0
1524,FL,Jason S. Shoaf,State House,7,413760.14,Ralston Lapp Media,94179.0,Election Management Solutions,45517.68,Porter Picotte &,42673.47,Supernova Digital Communications,36806.54,Republican Party Of Florida,25000.0,Red Hills Strategies,21500.0,Florida Finance Strategies,16725.4,Amanda Daughtry,15757.5,Magnolia Strategies,14150.0,Ramseys Printing,9744.85,Media & Ads,100857.88,General Operations & Supplies,55415.05,Political Funds & Groups,50503.2,Campaign Consulting,37609.72,Digital Advertising,26408.01,Fundraising & Fundraising Consulting,18436.94,Salary & Payroll,18189.95,"PR, Communications, & Marketing",16538.26,Accounting & Financial Management,12750.0,Printing,12084.71
1525,FL,Thad Altman,State House,52,71023.45999999999,Data Targeting,42695.0,James Befanis,5492.09,Bruce Bogert,4750.0,Webelectnet,2630.0,Tim Pishdad,2250.0,Delivery Signs,1859.49,All Service Graphics,1814.21,Florida Department Of State,1781.82,Brevard Republican Party (Florida),1250.0,Office Depot,1224.5300000000002,Printing,44335.26,Canvassing & Field Work,12300.0,Office Expenses,4347.8,Software & Technology,2910.0,Media & Ads,2814.21,Campaign Signs & Paraphernalia,1859.49,Political Funds & Groups,1781.82,Meals & Catering,250.0,General Operations & Supplies,193.12,Salary & Payroll,100.76
1526,FL,Stan McClain,State House,23,87424.34999999999,Front Line Strategies,33017.469999999994,Representative Stan McClain Office Account,19343.78,K Ballard Consulting,12056.0,Doster Accounting Services,5200.0,Marion County Building Industry Association (Florida),3000.0,Veterans Helping Veterans Usa,3000.0,Pace Center For Girls,2000.0,Florida Secretary Of State,1781.82,Florida Family Policy Council,1500.0,Stanley E McClain,1364.15,Campaign Consulting,45073.47,Office Expenses,20086.2,Contribution & Donation,7500.0,Accounting & Financial Management,5233.35,Event Expenses,3568.45,Credit Card Payment & Bank Fees,1809.82,Meals & Catering,1369.74,Software & Technology,1017.6,Travel & Lodging,707.49,General Operations & Supplies,369.38
1527,FL,Emily Ann Slosberg,State House,91,29388.55,Jg Strategies,18239.89,Cls Strategies,3193.0,Palm Beach Democratic Party (Florida),2000.0,Sarah Smith,1980.0,Florida Division Of Elections,1781.82,Boynton Beach Democrats,500.0,Kings Point Democratic Club (Florida),500.0,Go Daddy,316.94000000000005,Murray Sam,250.0,American Airlines,224.4,Direct Mail,13000.8,Fundraising & Fundraising Consulting,4993.0,Campaign Consulting,3379.09,Campaign Signs & Paraphernalia,2230.0,Printing,2200.0,Political Funds & Groups,1781.82,Event Expenses,1000.0,Website Services,316.94000000000005,Travel & Lodging,224.4,Fuel & Gas,223.5
1528,FL,Nick Diceglie,State House,66,242140.0,Election Management Solutions,62730.39,Supernova Digital Communications,28669.12,Porter Picotte And,27248.03,Republican Party Of Florida,25000.0,Nick Diceglie Office Account,22000.0,Nick Diceglie Campaign,19836.97,Political Capital,18121.8,Pa Robert Watkins & Company,12802.45,Campaign Staffing,10440.0,Elections Connections,6168.389999999999,Political Funds & Groups,68163.97,Fundraising & Fundraising Consulting,26897.95,Direct Mail,23509.39,Office Expenses,22000.0,"PR, Communications, & Marketing",21910.01,Campaign Signs & Paraphernalia,20361.76,General Operations & Supplies,19892.050000000003,Accounting & Financial Management,12802.45,Salary & Payroll,10440.0,Media & Ads,6465.409999999999
1529,FL,George B. Gainer,State Senate,2,169843.85,Neeves Media Solutions Group,41412.0,Florida Republican Senatorial Campaign Committee,25000.0,Solaris Consulting,18000.0,Panama City Pops Orchestra,12000.0,Tina Sain,10000.0,Breesey Marketing,9051.93,Infinity Construction Services,7800.0,News Herald Gatehouse Media,7800.0,Telopinion Research,5400.0,Lamar,5300.0,Media & Ads,49812.0,Contribution & Donation,49500.0,Campaign Consulting,28000.0,Travel & Lodging,10516.57,"PR, Communications, & Marketing",9051.93,General Operations & Supplies,7700.0,Polling & Research,5400.0,Accounting & Financial Management,5000.0,Campaign Signs & Paraphernalia,2561.29,Political Funds & Groups,1781.82
1530,FL,Fentrice Driskell,State House,63,145923.12,Driskell Fentrice,27100.76,Florida Democratic Party,25750.0,Otis Gaddis,17310.3,Mb Strategies,15500.0,76 Words,11750.0,Sligh Strategies,10000.0,NGP VAN,7375.08,Pa Prida Guida & Perez,6388.75,Florida Sentinel,2711.9300000000003,Neighborhood News,2220.0,Campaign Consulting,56560.3,Printing,26362.95,Office Expenses,18519.72,General Operations & Supplies,14078.4,Software & Technology,8927.05,Media & Ads,7339.93,Accounting & Financial Management,6388.75,Contribution & Donation,2350.0,Political Funds & Groups,1781.82,Credit Card Processing Fees,1232.52
1531,FL,Blaise Ingoglia,State House,35,140115.38,Kessler Creative,55830.68,Blaise Ingoglia Campaign Account,23925.25,Upperhand Strategies,19000.0,Suncoast Cpa Group,7500.0,Porter Picotte And,5738.280000000001,Hernando County Republican Party (Florida),5000.0,Spry Strategies,2600.0,Florida Department Of State,1781.82,Hernando County Sheriff's Charities Inc (Florida),1000.0,Mid Florida Community Services,1000.0,Campaign Signs & Paraphernalia,56693.33,Accounting & Financial Management,25589.26,Campaign Consulting,20000.0,Contribution & Donation,18887.5,Shipping & Postage,5825.78,Printing,5750.0,Polling & Research,2600.0,Political Funds & Groups,1781.82,Event Expenses,1165.43,Canvassing & Field Work,680.0
1532,FL,Chris Sprowls,State House,65,319720.47,Strategic Image Management (Simwins),265497.5,Tara Armetta,14000.0,Political Accounting Group,7625.0,Dunedin,5881.09,Golden Jaguar Consulting,5154.73,Harborside Christian Church,2000.0,Man Up And Go,2000.0,Young Guns Embroidery,1885.34,Brant Bartlett,1829.48,Anedot,1788.88,Campaign Consulting,279497.5,Campaign Signs & Paraphernalia,8737.150000000001,Accounting & Financial Management,7625.0,Office Expenses,6000.14,Contribution & Donation,4375.0,General Operations & Supplies,2496.99,Media & Ads,2202.05,Travel & Lodging,1939.43,Credit Card Processing Fees,1788.88,Event Expenses,1650.0
1533,FL,Joe R. Gruters,State Senate,23,344725.13,People Who Think,113350.0,Political Insights,38500.0,Dlt Consulting,23974.75,Thomas Mackie,19840.38,Microtargeted Media,17237.739999999998,Sun Graphic Technology,15186.8,Wwsb My Suncoast,14850.0,Samantha Bozza,13699.15,Data Targeting,9000.0,Robinson Gruters & Roberts,8800.0,"PR, Communications, & Marketing",121105.66,Campaign Consulting,50500.0,Campaign Signs & Paraphernalia,36282.07,Media & Ads,28196.08,Software & Technology,18210.8,Salary & Payroll,15997.5,General Operations & Supplies,14834.589999999998,Event Expenses,11395.04,Polling & Research,9000.0,Accounting & Financial Management,8864.869999999999
1534,FL,Linda Stewart,State Senate,13,75662.18,Senator Stewart Office Account,20000.0,Action Mail Services,12789.11,Winning Connections,7899.300000000001,Orlando Printmeisters Of,6579.610000000001,Florida Democratic Legislative Campaign Committee,5000.0,Decatur Screenprint And Embroidery,2944.0,Sb Solutions Consulting,2764.4,Statecraft Digital (Florida),2750.0,Iheart Radio,2380.0,Orange County Dec (Florida),2125.0,Office Expenses,20619.47,Shipping & Postage,12922.46,Canvassing & Field Work,11574.3,Printing,10223.61,Event Expenses,5300.0,Media & Ads,4424.0,Compliance Services,3225.8,Website Services,2870.0,Political Funds & Groups,1781.82,General Operations & Supplies,1259.29
1535,FL,Christopher Benjamin,State House,107,63036.24,Green Bee Vdata,14900.0,William Green,8670.0,Accurate Business Systems,6427.549999999999,Howard Willis,6050.0,Accurate Business Solutions,3910.68,Mdw Communications,2300.0,Florida Silver Star South,2000.0,Florida Department Of State,1781.82,Stadium Hotel,1629.3200000000002,Avis,1525.0,Salary & Payroll,12320.0,Political Funds & Groups,8281.82,Campaign Signs & Paraphernalia,7403.059999999999,General Operations & Supplies,7326.679999999999,Printing,5477.8,Campaign Consulting,4500.0,Media & Ads,3830.0,"PR, Communications, & Marketing",3558.58,Travel & Lodging,2620.52,Canvassing & Field Work,2000.0
1536,FL,Bryan Avila,State House,111,163833.68999999997,Drc Consulting,40664.81,Blair Samantha,17575.0,United States Postal Service/Postmaster (USPS),17388.25,Riesco And Company,16325.0,Bryan Avila Campaign Account,15000.0,Facebook,7449.8,Aladro Aylen,4330.0,Tatiana Diaz,4030.0,Katie Cisneros,3705.0,Valdes Meron Lisbely,3250.0,Campaign Consulting,36638.81,Accounting & Financial Management,31075.0,General Operations & Supplies,24317.83,Shipping & Postage,17433.31,Canvassing & Field Work,13915.03,Digital Advertising,7449.8,Office Expenses,6766.900000000001,Political Funds & Groups,5586.82,Website Services,5116.51,Travel & Lodging,4531.469999999999
1537,FL,Cord Byrd,State House,11,193050.0,The Whitson Group,86719.7,A|L (Al) Media Strategy,57880.0,Twg Technologies,10000.0,PAC Financial Management,8434.61,Consensus Media,6000.0,Capital Campaign Group,5750.0,Republican Party Of Florida,5022.63,O2 Digital,3000.0,Cord Byrd Campaign,2000.0,Florida Department Of State,1781.82,Media & Ads,89125.05,Campaign Signs & Paraphernalia,28341.36,Campaign Consulting,28000.0,General Operations & Supplies,19661.619999999995,Software & Technology,10000.0,Accounting & Financial Management,8434.61,Political Funds & Groups,6804.45,Travel & Lodging,1008.0,Printing,589.84,Credit Card Processing Fees,516.6800000000001
1538,FL,Charles Wesley Clemons,State House,21,208.23,Renaissance Printing,208.23,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Printing,208.23,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1539,FL,Bobby Powell,State Senate,30,166768.75999999998,Sky Administrations,26063.53,Counterpoint Messaging,20000.0,Wells Fargo,9122.0,Alice Gomes,3843.0,Anderson Demetrius,3721.0,Sydney Holdings,3136.0,Malcolm Sommons,3124.5,Kennedy Concepts,3000.0,Pbc Democratic Party (Florida),3000.0,Sterling Watson,2911.45,General Operations & Supplies,46832.70999999999,Media & Ads,26622.8,Campaign Signs & Paraphernalia,26263.050000000003,Salary & Payroll,17151.29,Credit Card Payment & Bank Fees,9122.0,Office Expenses,7349.49,Meals & Catering,4703.34,"PR, Communications, & Marketing",4593.97,Contribution & Donation,3825.12,Campaign Consulting,3538.58
1540,FL,Darryl Ervin Rouson,State Senate,19,297836.53,Realsolutions,174886.05,Darryl Rouson Office Account,20000.0,Converge Gps,10302.56,Jason Holloway,7846.0,Darryl Rouson Campaign Account,7500.0,Rholdings,6900.849999999999,Wilson Leila,6582.5,Governors Club,4969.780000000001,Mt Zion Human Services,2500.0,Tampa Naacp,2500.0,Media & Ads,103781.43,Direct Mail,50500.0,General Operations & Supplies,38257.61,Office Expenses,27424.120000000003,Campaign Consulting,13622.04,Meals & Catering,11602.910000000002,Contribution & Donation,7749.0,Accounting & Financial Management,7500.0,Legal Services,6300.0,Fundraising & Fundraising Consulting,5302.56
1541,FL,Patt Maney,State House,4,277535.55,Data Targeting Research,106278.94,Multimedia Services,96000.0,Patt Maney Campaign,20000.0,Merus Strategies,13113.3,Extreme Concepts,11336.93,The Island Beachside Resort,7029.21,Southern Star Printing,4737.21,Electioneering Consulting,3720.0,Ajs On The Bayou,2466.75,Anedot,1887.71,Media & Ads,163223.26,Campaign Consulting,52448.3,General Operations & Supplies,32211.92,Office Expenses,7202.31,Event Expenses,4296.3,Campaign Signs & Paraphernalia,3818.07,Political Funds & Groups,3625.0,Printing,2728.63,Credit Card Processing Fees,1887.71,Meals & Catering,1740.3100000000002
1542,FL,Wilton Simpson,State Senate,10,772915.3400000001,Multimedia Services,490130.0,Bhb Consulting,73105.0,Data Targeting Research,39950.0,District 10 Excess Campaign Account,27500.0,Florida Republican Senatorial Campaign Committee,25000.0,Pasco Education Foundation,25000.0,Media Strategies,22000.0,Suncoast Cpa Group,14750.0,Jessica Weightman,6506.459999999999,Cares,5000.0,Media & Ads,534155.0,Campaign Consulting,90605.0,Contribution & Donation,59440.91,Accounting & Financial Management,42250.0,Travel & Lodging,13950.0,Event Expenses,11055.0,Shipping & Postage,4939.0,General Operations & Supplies,3833.65,Reimbursement,2957.21,Meals & Catering,2202.28
1543,FL,Michael J. Grant,State House,75,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
1544,FL,Lauren Uhlich Melo,State House,80,199385.56,Mentzer Media,93350.0,Republican Party Of Florida,25000.0,The Stoneridge Group,19190.75,Consensus Media,17894.870000000003,Prosequence,13940.0,Data Targeting,7950.0,Diego's Signs,6000.0,Deborah Aleksander,5000.0,PAC Financial Management,4251.700000000001,Lauren Melo,2948.18,Media & Ads,111244.87,Campaign Consulting,29805.750000000004,Political Funds & Groups,26781.82,Accounting & Financial Management,9251.7,Polling & Research,7950.0,Campaign Signs & Paraphernalia,6000.0,Digital Advertising,3325.0,Meals & Catering,2948.18,Credit Card Processing Fees,1530.2399999999998,Legal Services,395.0
1545,FL,Anika Tene Omphroy,State House,95,9411.28,Media Beyond Reveled,2050.0,Graphics Unit,2018.55,Florida Division Of Election,1781.82,Sprint,1000.0,Marriott Hotels,686.04,Bailey Varrol,489.0,Go Daddy,355.03,Friends Of Jamaica American,350.0,Office Depot,281.73,Wallen Athilla,200.0,Printing,3018.55,"PR, Communications, & Marketing",2050.0,Political Funds & Groups,1781.82,Travel & Lodging,743.27,General Operations & Supplies,532.74,Website Services,355.03,Event Expenses,350.0,Office Expenses,281.73,Campaign Consulting,200.0,Fuel & Gas,68.21000000000001
1546,FL,Scott Plakon,State House,29,422732.02,Roger Pennington,207000.0,Scott Plakon,45258.240000000005,Nationwide Publishing Co,21174.95,Michael Alpert,9273.28,United States Postal Service/Postmaster (USPS),6533.15,America Lead Coastal,6462.81,Porter Picotte And,6327.12,Campaign Compliance Services,6050.0,Melissa Woodford,5893.0,I360,5865.87,Media & Ads,214079.0,General Operations & Supplies,62245.5,Printing,29582.01,Credit Card Payment & Bank Fees,28038.88,Digital Advertising,13008.11,Campaign Signs & Paraphernalia,12645.76,Shipping & Postage,11494.86,Campaign Consulting,8146.98,Fundraising & Fundraising Consulting,6271.41,Office Expenses,5927.1900000000005
1547,FL,Josie Tomkow,State House,39,156444.86,Strategic Image Management (Simwins),136105.03,Forward Strategies,2113.57,Osceola Republican Executive Committee (Florida),2000.0,Florida Department Of State,1781.82,PAC Financial Management,1592.09,Josie Tomkow Campaign,1000.0,Sunpass,775.0,Hilton Hotels,647.03,Komodo Restaurant,586.49,American Airlines,564.3,Campaign Consulting,136105.03,Meals & Catering,4732.370000000001,Travel & Lodging,3761.42,Fundraising & Fundraising Consulting,2113.57,General Operations & Supplies,1892.13,Political Funds & Groups,1781.82,Event Expenses,1665.0,Accounting & Financial Management,1592.09,Fuel & Gas,1105.87,Media & Ads,1000.0
1548,FL,Ileana Garcia,State Senate,37,139458.0,Spanish Broadcasting System,15342.5,Campaign Sidekick,14000.0,Univision Communications,12150.75,Axom Technologies,10680.0,Gulf Coast Imprinting,8487.7,Data Targeting,8250.0,Footprint Ideas,8120.0,Public Concepts,5833.66,Political Accounting Group,5216.0,Strategic Image Management (Simwins),4327.41,General Operations & Supplies,26958.07,Media & Ads,22408.1,Campaign Signs & Paraphernalia,14843.47,Political Funds & Groups,13291.82,"PR, Communications, & Marketing",12150.75,Campaign Consulting,9427.41,Shipping & Postage,8257.75,Canvassing & Field Work,8120.0,Printing,6269.41,Accounting & Financial Management,5216.0
1549,FL,Randall Scott Maggard,State House,38,360083.87,Right Aim Media,171913.28,Randy Maggard Campaign,30331.78,Florida Finance Strategies,21242.63,Representative Randy Maggard Office Account,20000.0,Capitol Consulting,15825.0,PAC Financial Management,10842.69,Peter Caracchiolo,7230.0,American Visual Brands,5451.04,Acme On The Go Mobile Media,5000.0,Republican Party Of Florida,5000.0,Media & Ads,188275.25,Salary & Payroll,42112.75,Accounting & Financial Management,31842.69,General Operations & Supplies,28164.42,Campaign Signs & Paraphernalia,24453.66,Office Expenses,20130.0,Political Funds & Groups,8563.64,Travel & Lodging,4136.05,Event Expenses,2959.6000000000004,Meals & Catering,2472.48
1550,FL,Annette Taddeo,State Senate,40,782598.13,Snyder Pickerill Media Group,484232.96,Edge Communications,92720.69,Mack Sumner Communications,41083.49,Spencer Sam,26375.0,Compdealings,15508.49,Sea Polling & Strategic Design,15450.0,NGP VAN,14879.38,Makeda McLune,12000.0,Deliver Strategies,6984.639999999999,Amm Political Strategists,6640.5,Media & Ads,490382.96,Software & Technology ,65810.69,"PR, Communications, & Marketing",56493.49,General Operations & Supplies,34519.3,Campaign Signs & Paraphernalia,30870.99,Website Services,29792.58,Software & Technology,14879.38,Campaign Consulting,13158.48,Digital Advertising,11594.66,Credit Card Processing Fees,10216.87
